SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar
N#C/C(C(=O)O)=C/c1ccc(cc1)-c2nnc(o2)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,1102,484.5048,6.2981,4,0,8,37,0,0,5,103.2500,88.6700,141.7689,67.8350
N#C/C(C(=O)O)=C/c1ccc(cc1)-c2nnc(o2)-c3ccc(cc3)N(c4ccc(C)cc4)c5ccc(C)cc5,1103,512.5580,7.2705,4,0,8,39,0,0,5,103.2500,92.0040,151.8513,71.5050
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c(c(c3)OCCCCCC)cc(c34)c5c(n4CCCCCC)ccc(c5)-c(s6)cc(c67)n(c8c7sc(c8)/C=C(/C#N)C(=O)O)-c9cccc(c9)OCCCCCC,1104,1167.6064,22.7285,5,0,35,84,0,0,9,167.5900,168.6730,340.3307,156.2330
CCCCc1ccc(cc1)N(c2ccc(cc2)CCCC)c(c3)ccc(c34)c5c(C4)cc(cc5)-c6ccc(cc6)/C=C(/C#N)C(=O)O,1105,616.7899,11.9649,1,0,11,47,0,0,6,64.3300,100.3380,193.2565,90.3740
N#C/C(C(=O)O)=C/c1ccc(cc1)-c2nnc(o2)-c3ccc(cc3)N(c4ccc(cc4)CC)c5ccc(cc5)CC,1106,540.6111,8.1829,4,0,10,41,0,0,5,103.2500,95.0040,161.0533,75.1750
N#C/C(C(=O)O)=C/c1ccc(cc1)-c2nnc(o2)-c3ccc(cc3)N(c4ccc(cc4)OC)c5ccc(cc5)OC,1107,544.5568,6.2653,6,0,10,41,0,0,5,121.7100,99.0040,154.6953,72.7790
CCCCCCOc1cccc(c1)-n2c(ccs3)c3c(c24)sc(c4)-c5ccc(cc5)N(c6ccc(cc6)-c(c7)sc(c78)c9c(ccs9)n8-c1cccc(c1)OCCCCCC)c(c(c1)OCCCCCC)cc(c12)c1c(n2CCCCCC)ccc(c1)-c(c1)sc(c12)c1c(cc(s1)/C=C(/C#N)C(=O)O)n2-c1cccc(c1)OCCCCCC,1108,1674.2906,31.8967,5,0,39,118,0,0,17,290.4100,231.3430,476.1605,228.7990
CCCCCCCCn1c(=O)c(sc1=C(C#N)C#N)=c2/c(sc(=O)n2CCCCCCCC)=C\c3ccc(s3)-c(c4)ccc(c45)N(C6C5CCC6)c(c7)ccc(c78)c9c(cccc9)C8(CCCC)CCCC,1109,1016.4703,18.9549,4,0,23,72,0,2,9,179.5400,143.2540,306.0550,133.5130
CCCCCCCCn1c(=C(C#N)C#N)s/c(c1=O)=c2\c(sc(=O)n2CC(=O)O)=C/c3ccc(s3)-c(c4)ccc(c45)N(C6C5CCC6)c(c7)ccc(c78)c9c(cccc9)C8(CCCC)CCCC,1110,962.2938,15.2575,4,0,18,68,0,2,9,216.8400,147.9210,279.8624,123.2260
CCCCCCn1c(c2c(c13)cccc3)ccc(c2)N4c(c5C(C46)CCC6)ccc(c5)-c7ccc(c(c78)nsn8)-c9ccc(s9)/C=C(/C#N)C(=O)O,1111,719.9162,11.6107,3,0,9,52,0,2,9,151.5200,109.5040,208.8385,96.6330
CCCCCCCCCC1(CCCCCCCC)c(c2c(c13)sc(c3)/C=C(/C#N)C(=O)O)cc(s2)-c4ccc(c(c45)nsn5)-c(c6)ccc(c67)N(C8C7CCC8)c(c9)ccc(c19)n(c2c1cccc2)CCCCCC,1112,1052.5024,20.7291,3,0,24,75,0,3,11,179.7600,145.7550,312.0359,140.2470
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(c(c23)nsn3)-c(c4)ccc(c45)N(C6C5CCC6)c7ccc(C)cc7,1113,560.6886,8.2470,3,0,6,40,0,2,7,146.5900,89.0030,160.8620,73.8910
CCCCCCCCOc1cc(OCCCCCCCC)ccc1-c2ccc(cc2)C(c3ccc(cc3)-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)=Cc5ccc(cc5)N6c(c7C(C68)CCC8)ccc(c7)-c9ncc(-c1ccc(s1)/C=C(\C#N)C(=O)O)c(c19)nc(-c2ccccc2)c(n1)-c1ccccc1,1114,1537.0835,29.3187,8,0,43,114,0,2,13,168.1600,225.1750,466.7584,214.6590
CCCCCCCCCCCCc1cc(sc1-c(c2)sc(c23)cc(s3)/C=C(/C#N)C(=O)O)-c4ccc(cc4)N5c(c6C7C(C8)CCC8C57)ccc(c6)C=C(c9ccccc9)c1ccccc1,1115,923.2990,18.0187,1,0,18,66,0,4,10,149.0500,130.6700,275.1397,127.2380
CCCCCCCCCCCCc1cc(sc1-c(c2)sc(c23)cc(s3)/C=C(/C#N)C(=O)O)-c4ccc(cc4)N5c(c6C7C(C8)CCC8C57)ccc(c6)-c9cccs9,1116,827.1935,15.7982,1,0,16,57,0,4,9,177.2900,113.1690,237.1594,109.2700
c1ccccc1/C=C/c2ccc(cc2)N(c3ccc(cc3)/C=C(/C#N)C(=O)O)c4ccc(cc4)/C=C/c5ccccc5,1117,544.6411,9.0463,1,0,8,42,0,0,5,64.3300,95.1700,172.5261,81.5890
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)n(c4c3cccc4)-c5ccc(cc5)N(c6ccc(cc6)-n7c(cccc8)c8c(c79)cccc9)c1ccc(cc1)-n1c(cccc2)c2c(c12)cccc2,1118,918.0704,16.1962,1,0,10,70,0,0,13,107.3600,146.6740,272.2563,139.6160
OC(=O)CN1C(=S)S/C(C1=O)=C\c2ccc(s2)-c(c3)ccc(c34)n(c5c4cccc5)-c6ccc(cc6)N(c7ccc(cc7)-n8c(cccc9)c9c(c18)cccc1)c1ccc(cc1)-n1c(cccc2)c2c(c12)cccc2,1119,1024.2370,16.9583,2,0,10,75,0,0,14,161.2700,157.5080,298.9935,150.1780
c1cc(C)ccc1N(c(cc2)ccc2C)c(cc3)cc(c34)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c4sc(c7)-c8ccc(s8)-c9ccc(c(c19)nsn1)-c1ccc(cc1)C(=O)O,1120,884.1386,15.8892,2,0,9,64,0,0,11,151.0400,131.0900,264.7861,130.5540
O=C(O)c1ccc(cc1)-c2sc(cc2)C(N(C3=O)CC(CC)CCCC)=C(C3=4)C(=O)N(CC(CC)CCCC)C4c5ccc(s5)-c(c6)sc(c67)c8c(C7(c9ccc(C)cc9)c1ccc(C)cc1)cc(cc8)N(c1ccc(C)cc1)c1ccc(C)cc1,1121,1190.6214,20.5346,2,0,22,86,0,2,12,165.8800,175.4240,356.0341,166.0140
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(s4)-c(n5CCCCCC)nc(c56)c(-c7ccc(s7)/C=C(/C#N)C(=O)O)ccc6-c8ccc(s8)/C=C(\C#N)C(=O)O,1122,1082.3992,18.0820,5,0,26,77,0,0,8,246.4200,172.0060,307.8414,141.9310
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(n4CCCCCC)nc(c45)c(-c6cc(c(s6)/C=C(/C#N)C(=O)O)CCCCCC)ccc5-c7cc(c(s7)/C=C(\C#N)C(=O)O)CCCCCC,1123,1168.5945,21.9436,5,0,35,84,0,0,7,218.1800,181.1730,342.4543,152.5930
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(n4CCCCCC)nc(c45)c(-c6ccc(s6)-c7sc(/C=C(\C#N)C(=O)O)c(c7)CCCCCC)ccc5-c8ccc(s8)-c9sc(/C=C(\C#N)C(=O)O)c(c9)CCCCCC,1124,1332.8419,25.2892,5,0,37,94,0,0,9,274.6600,199.5070,385.4133,175.3090
OC(=O)CN1C(=S)S/C(C1=O)=C\c2ccc(s2)-c3ccc(cc3)N(c4ccc(cc4)-n5c(ccc(c6)C(C)(C)C)c6c(c57)cc(cc7)C(C)(C)C)c8ccc(cc8)-n9c(ccc(c1)C(C)(C)C)c1c(c19)cc(cc1)C(C)(C)C,1125,1083.4716,19.3745,2,0,13,78,0,0,11,156.3400,160.8410,323.9370,153.0470
O=C(O)/C(C#N)=C/c1oc(cc1)-c(c2C)c(C)n(c23)[B-](F)(F)[N+]=4C(=C3CCCCC)C(C)=C(C4C)c(c5)ccc(c56)c7c(n6CCC)ccc(c7)OC,1126,716.6230,9.5219,3,0,11,53,0,0,7,96.3300,123.1730,194.0074,87.2680
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)C=C3c(ccc(c4)N(c5ccc(cc5)OC)c6ccc(cc6)OC)c4c(c37)cc(cc7)N(c8ccc(cc8)OC)c9ccc(cc9)OC,1127,892.0498,13.1079,5,0,15,65,0,0,9,160.9700,143.1730,257.3626,124.2160
CCCCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCCCC)c(c3)ccc(c34)C(=Cc5ccc(s5)-c6ccc(s6)/C=C(/C#N)C(=O)O)c7c4cc(cc7)N(c8ccc(cc8)OCCCCCCCC)c9ccc(cc9)OCCCCCCCC,1128,1284.7941,25.7219,5,0,41,93,0,0,9,160.9700,185.1730,386.4714,175.5960
N#C/C(C(=O)O)=C/c1ccc(s1)C=C2c(ccc(c3)N(c4ccc(cc4)OC)c5ccc(cc5)OC)c3c(c26)cc(cc6)N(c7ccc(cc7)OC)c8ccc(cc8)OC,1129,809.9262,11.4351,5,0,14,60,0,0,8,132.7300,134.0060,235.8831,112.8580
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cc(/C=C(\C#N)C(=O)O)sc4-c5ccc(s5)-c6ccc(s6)-c7ccc(cc7)N(c8ccccc8)c9ccccc9,1130,830.0482,14.8366,1,0,11,60,0,0,9,152.2900,128.3380,244.3517,122.9820
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cc(/C=C(\C#N)C(=O)O)sc4-c5sc(cc5-c6ccc(cc6)N(c7ccccc7)c8ccccc8)-c9ccc(s9)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,1131,1073.3507,19.6876,1,0,15,79,0,0,12,155.5300,164.6730,322.6484,163.1050
c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cc(/C=C(\C#N)C(=O)O)sc4-c5sc(cc5-c6ccc(cc6)N(c7ccccc7)c8ccccc8)-c9sc(-c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(c9)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,1132,1316.6532,24.5386,1,0,19,98,0,0,15,158.7700,201.0080,400.9451,203.2280
CCCCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCCCC)c3ccc(cc3)-c4ccc(c(c45)n[se]n5)-c6ccc(s6)/C=C(/C#N)C(=O)O,1133,859.9759,14.6301,5,0,22,58,0,0,6,136.8100,122.9210,241.5762,104.9870
CCCCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCCCC)c3ccc(cc3)-c4ccc(c(c45)n[se]n5)-c6ccc(cc6)/C=C(/C#N)C(=O)O,1134,853.9482,14.5824,5,0,22,59,0,0,6,108.5700,125.0880,245.2329,106.5530
O=C(O)/C(C#N)=C\c1sc(cc1)-c2ccc(cc2)N(c3ccc(cc3)OC)c4ccc(cc4)/C=C/c5ccc(cc5)N(c6ccc(cc6)OC)c7ccc(cc7)-c8ccc(s8)/C=C(/C#N)C(=O)O,1135,929.0700,13.4034,4,0,15,68,0,0,8,203.6000,161.0060,268.5152,127.9340
O=C(O)/C(C#N)=C\c1sc(cc1)-c2ccc(cc2)N(c3ccc(cc3)OC)c4ccc(cc4)/C=C/c5ccc(cc5)/C=C/c6ccc(cc6)N(c7ccc(cc7)OC)c8ccc(cc8)-c9ccc(s9)/C=C(/C#N)C(=O)O,1136,1031.2032,15.3896,4,0,17,76,0,0,9,203.6000,176.3400,303.9700,144.3360
c1ccccc1N(c2ccccc2)c3cc(ccc3)-c4c(/C=C(\C#N)C(=O)O)sc(/C=C(\C#N)C(=O)O)c4-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1137,760.8571,11.2956,2,0,10,57,0,0,7,156.9000,137.5050,223.7907,108.1540
c1cc(C)ccc1N(c(cc2)ccc2C)c(cc3)cc(c34)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c4sc(c7)-c8ccc(s8)-c9ccc(cc9)C(=O)O,1138,749.9802,14.2428,0,0,8,55,0,0,9,97.0200,112.5890,227.1298,113.3440
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(c(c23)n[se]n3)-c4ccc(cc4)N(c5ccccc5)c6ccccc6,1139,603.5518,8.3559,3,0,8,40,0,0,6,118.3500,91.5870,164.0954,74.3530
N#C/C(C(=O)O)=C\c1cc(OCCC(C)C)c(cc1OCCC(C)C)/C=C/c2ccc(cc2)N(c(c3)ccc(c34)C(C)(C)c5c4cccc5)c(c6)ccc(c67)C(C)(C)c8c7cccc8,1140,847.0921,14.4303,3,0,16,64,0,0,8,82.7900,134.6720,262.5195,120.1210
N#C/C(C(=O)O)=C\c1cc(OCCC(C)C)c(cc1OCCC(C)C)/C=C/c2cc(OCCC(C)C)c(cc2OCCC(C)C)/C=C/c3ccc(cc3)N(c(c4)ccc(c45)C(C)(C)c6c5cccc6)c(c7)ccc(c78)C(C)(C)c9c8cccc9,1141,1121.4900,19.5447,5,0,26,84,0,0,9,101.2500,173.0060,347.7443,156.1470
N#C/C(C(=O)O)=C/c1cc(OCCC(C)C)c(cc1OCCC(C)C)/C=C/c2cc(OCCC(C)C)c(cc2OCCC(C)C)/C=C/c3cc(OCCC(C)C)c(cc3OCCC(C)C)/C=C/c4ccc(cc4)N(c(c5)ccc(c56)C(C)(C)c7c6cccc7)c(c8)ccc(c89)C(C)(C)c1c9cccc1,1142,1395.8878,24.6591,7,0,36,104,0,0,10,119.7100,211.3400,432.9691,192.1730
N#C/C(C(=O)O)=C\c1ccc(cc1)-c2ccc(n2C)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,1143,495.5705,7.9027,1,0,8,38,0,0,5,69.2600,87.1700,148.9310,73.3190
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(n2C)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,1144,501.5982,7.9504,1,0,8,37,0,0,5,97.5000,85.0030,145.2743,71.7530
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(n2C)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7ccccc7,1145,645.8112,10.9838,1,0,10,48,0,0,7,97.5000,103.9210,192.3154,93.0780
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(n2C)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7cccc(c78)cccc8,1146,695.8699,11.8922,1,0,10,52,0,0,8,97.5000,111.2550,208.7656,101.4360
c1ccccc1N(c2ccccc2)c(cc3)cc(c34)c5c(n4CCCCCC)ccc(c5)-c6ccc(n6C)-c7ccc(s7)/C=C(\C#N)C(=O)O,1147,674.8524,11.8003,1,0,11,50,0,0,7,102.4300,107.1710,198.2920,96.3300
N#C/C(C(=O)O)=C\c1ccc(n1C)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7ccccc7,1148,645.8112,10.9838,1,0,10,48,0,0,7,97.5000,103.9210,192.3154,93.0780
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c6cccc(c67)cccc7,1149,616.7700,10.5818,1,0,9,46,0,0,7,92.5700,99.9210,186.5873,89.8260
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c7cccc(c78)cccc8,1150,698.8937,12.2546,1,0,10,51,0,0,8,120.8100,109.0880,208.0668,101.1840
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c3ccc(cc3)N(c4ccccc4)C5=CC=CCC5,1151,506.6379,7.9001,1,0,8,36,0,0,5,120.8100,81.8360,148.4217,68.4290
O=C(O)/C(C#N)=C\c1sc(cc1)-c2sc(cc2)C(N(C3=O)CCCCCCCC)=C(C3=4)C(=O)N(CCCCCCCC)C4c5ccc(s5)-c6sc(c(c67)OCCO7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,1152,1085.4230,16.3370,5,0,24,76,0,0,10,236.3700,163.5060,306.1751,139.6990
O=C(O)/C(C#N)=C\c1sc(cc1)-c2sc(cc2)C(N(C3=O)CCCCCCCC)=C(C3=4)C(=O)N(CCCCCCCC)C4c5ccc(s5)-c6sc(c(c67)OCCO7)-c8ccc(cc8)N(c(c9)ccc(c19)c2c(cccc2)C1(CCCCCC)CCCCCC)c(c1)ccc(c12)c1c(cccc1)C2(CCCCCC)CCCCCC,1153,1598.2742,29.7030,5,0,44,114,0,0,14,236.3700,225.3420,473.8733,211.7090
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c(c6)ccc(c67)c8c(C7(CC)CC)cc(cc8)N(c9ccccc9)c(c1)ccc(c12)c1c(C2(CC)CC)cc(cc1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1154,1199.5237,20.5502,2,0,18,89,0,0,13,185.1400,192.0920,361.2573,170.5630
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c(c7)ccc(c78)c9c(C8(CC)CC)cc(cc9)N(c1ccccc1)c(c1)ccc(c12)c1c(C2(CC)CC)cc(cc1)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1155,1363.7711,23.8958,2,0,20,99,0,0,15,241.6200,210.4260,404.2163,193.2790
N#C/C(C(=O)O)=C/c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c5ccccc5)c(c6)ccc(c67)C(CC)(CC)c8c7ccc(c8)C(c9ccccc9)c1ccccc1,1156,877.1428,15.9654,1,0,14,66,0,0,10,92.5700,135.8390,271.5590,130.4760
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c6ccccc6)c(c7)ccc(c78)C(CC)(CC)c9c8ccc(c9)C(c1ccccc1)c1ccccc1,1157,959.2665,17.6382,1,0,15,71,0,0,11,120.8100,145.0060,293.0385,141.8340
O=C(O)/C(C#N)=C/c1sc(cc1)-c2ccc(cc2)N(c3ccc(C)cc3)c4ccc(cc4)-c(c5)ccc(c56)c7c(C6(CCCCCCCC)CCCCCCCC)cc(cc7)-c8ccc(cc8)N(c9ccc(C)cc9)c1ccc(cc1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1158,1259.6618,23.9670,2,0,27,93,0,0,11,185.1400,198.2580,382.7419,179.4510
O=C(O)/C(C#N)=C/c1sc(cc1)-c2ccc(cc2)N(c3ccc(C)cc3)c4ccc(cc4)-c(c5)ccc(c56)c7c(C6(CC(CC)CCCC)CC(CC)CCCC)cc(cc7)-c8ccc(cc8)N(c9ccc(C)cc9)c1ccc(cc1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1159,1259.6618,23.5582,2,0,25,93,0,2,11,185.1400,198.9240,382.6371,179.4510
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c3ccc(cc3)N(c4ccc(C)cc4)c5ccc(cc5)-c(c6)ccc(c67)c8c(C7(CCCCCCCC)CCCCCCCC)cc(cc8)-c9ccc(cc9)N(c1ccc(C)cc1)c1ccc(cc1)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1160,1423.9092,27.3126,2,0,29,103,0,0,13,241.6200,216.5920,425.7009,202.1670
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c3ccc(cc3)N(c4ccc(C)cc4)c5ccc(cc5)-c(c6)ccc(c67)c8c(C7(CC(CC)CCCC)CC(CC)CCCC)cc(cc8)-c9ccc(cc9)N(c1ccc(C)cc1)c1ccc(cc1)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1161,1423.9092,26.9038,2,0,27,103,0,2,13,241.6200,217.2580,425.5961,202.1670
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(cc2)N(c3ccc(C)cc3)c4ccccc4,1162,436.5249,7.1262,1,0,7,32,0,0,4,92.5700,75.3360,128.1372,61.9780
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c3ccc(cc3)N(c4ccc(C)cc4)c5ccccc5,1163,518.6486,8.7990,1,0,8,37,0,0,5,120.8100,84.5030,149.6167,73.3360
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c(cc3)cc(c34)C(CCCC)(CCCC)c5c4ccc(c5)N(c(c6)ccc(c67)n(CC)c8c7cccc8)c(c9)ccc(c19)c2c(C1(CCCC)CCCC)cc(cc2)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,1164,1281.7121,23.1370,2,0,23,92,0,0,13,243.3100,194.6750,375.5132,176.6720
O=C(O)c(c1)c(C(=O)O)cc(c12)C(=O)C(C2=O)=Cc3ccc(cc3)N(c4ccccc4)c5ccccc5,1165,489.4750,5.7778,2,0,6,37,0,0,5,111.9800,99.6710,137.3877,65.4830
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)C=C(C4=O)C(=O)c(c45)cc(C(=O)O)c(c5)C(=O)O,1166,689.7927,10.2272,4,0,18,51,0,0,5,130.4400,125.0050,196.4645,88.7770
c1ccccc1-c2ccc(cc2)N(c3ccc(cc3)/C=C(/C#N)C(=O)O)c4ccc(cc4)-c5ccccc5,1167,492.5666,8.1107,1,0,6,38,0,0,5,64.3300,87.1700,151.8889,74.6330
c1ccccc1C#Cc2ccc(cc2)N(c3ccc(cc3)/C=C(/C#N)C(=O)O)c4ccc(cc4)C#Cc5ccccc5,1168,540.6094,9.2915,1,0,6,42,0,0,5,64.3300,97.1700,151.8889,79.7650
O=C(O)/C(C#N)=C/c1ccc(cc1)-c2sc(cc2)C(N(C3=O)CCCCCCCC)=C(C3=4)C(=O)N(CCCCCCCC)C4c5ccc(s5)-c6sc(c(c67)OCCO7)-c8ccc(cc8)N(c(c9)ccc(c19)c2c(cccc2)C1(CCCCCC)CCCCCC)c(c1)ccc(c12)c1c(cccc1)C2(CCCCCC)CCCCCC,1169,1592.2465,29.6553,5,0,44,115,0,0,14,208.1300,227.5090,477.5300,213.2750
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)-c3sc(c(c34)OCCO4)-c5ccc(s5)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,1170,726.9054,11.4442,3,0,10,50,0,0,8,195.7500,110.5040,198.4919,98.3870
O=C1N/C(C(=O)N1)=C\c2ccc(cc2)N(c3ccccc3)c4ccccc4,1171,355.3893,4.2639,2,2,4,27,0,0,4,61.4400,62.6690,104.8880,50.1450
O=C1S/C(C(=O)N1)=C\c2ccc(cc2)N(c3ccccc3)c4ccccc4,1172,372.4396,5.2749,3,1,4,27,0,0,4,74.7100,62.0020,109.3815,51.7940
O=C1NC(=O)/C(N1)=C/c2ccc(cc2)N(c3ccccc3)c4ccc(cc4)/C=C5\NC(=O)NC5=O,1173,465.4602,3.3652,4,4,5,35,0,0,5,119.6400,88.3370,130.5575,59.3930
O=C1NC(=O)/C(S1)=C\c2ccc(cc2)N(c3ccccc3)c4ccc(cc4)/C=C5\SC(=O)NC5=O,1174,499.5609,5.3872,6,2,5,35,0,0,5,146.1800,87.0030,139.5445,62.6910
N#C/C(C(=O)O)=C\c1ccc(cc1)N(c2ccccc2)c3ccccc3,1175,340.3746,5.0739,1,0,6,26,0,0,3,64.3300,64.5020,101.6165,48.7850
N#C\C(C(=O)O)=C\c1sc(c(c12)OCCO2)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,1176,480.5344,6.4258,3,0,5,35,0,0,5,111.0300,83.0030,134.0534,64.3130
N#C\C(C(=O)O)=C\c1sc(c(c12)OCCO2)-c3ccc(cc3)N(c4ccccc4)c5ccc(cc5)-c6sc(c(c67)OCCO7)/C=C(/C#N)C(=O)O,1177,715.7504,7.6890,6,0,7,51,0,0,7,218.8200,129.0050,188.8883,87.7290
O1CCOc(c12)c(/C=C(/C#N)C(=O)O)sc2-c(cc3)ccc3N(c(cc4)ccc4-c(c(c56)OCCO5)sc6/C=C(/C#N)C(=O)O)c7ccc(cc7)-c(c8)ccc(c89)c1c([nH]9)cccc1,1178,880.9411,10.3220,6,1,8,64,0,0,10,234.6100,153.5070,240.4810,114.2200
OC(=O)CN1C(=S)S/C(C1=O)=C\c2ccc(cc2)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccc(cc5)/C=C/c6ccc(cc6)/C=C7/SC(=S)N(C7=O)CC(=O)O,1179,852.0307,10.4818,4,0,13,59,0,0,7,233.2400,144.3390,248.3985,110.6010
