SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar
c1cccc(c12)Sc3c(N2CCCC)ccc(c3)-c(n4CCCC)nc(c45)c(-c6ccc(s6)-c7ccc(s7)/C=C(/C#N)C(=O)O)ccc5-c8ccc(s8)-c9ccc(s9)/C=C(\C#N)C(=O)O,315,946.2115,14.4335,3,0,13,65,0,0,9,281.5000,148.8390,261.7638,122.9670
O=C(O)CN1C(=O)/C(SC1=S)=C\c(cc2)cc(c23)Sc4c(N3CC)ccc(c4)/C=C5/SC(=S)N(C5=O)CC(=O)O,316,629.7706,5.5700,4,0,7,40,0,0,5,258.5400,106.6710,169.0854,70.7690
N#C/C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)-c(s4)cc(c45)n(c6c5scc6)CCCCCC,317,639.8929,11.2754,1,0,12,44,0,0,6,151.0400,92.6700,182.7527,83.4660
CCCCCCOc1ccc(cc1)-n2c(c3c(c24)scc4)cc(s3)-c(c5)ccc(c56)N(CCCCCC)c7c(S6)cc(cc7)/C=C(\C#N)C(=O)O,318,731.9882,12.8356,2,0,14,51,0,0,7,160.2700,107.5040,208.9935,97.0270
O=C(O)/C=C\c(cc1)cc(c12)Sc3c(N2CC(CC)CCCC)ccc(c3)/C=C/C4=CC(=C5C(=O)N(CC)C(=S)N(C5=O)CC)C=C(O4)/C=C\c(c6)ccc(c67)N(CC(CC)CCCC)c8c(S7)cc(cc8)/C=C/C(=O)O,319,1089.4316,15.2281,3,0,22,77,0,2,8,213.6200,172.5060,327.6452,136.5000
O=C(O)\C=C\c(cc1)cc(c12)Sc3c(N2CC(CC)CCCC)ccc(c3)/C=C\C4=CC(=C(C#N)C#N)C=C(O4)/C=C/c(c5)ccc(c56)N(CC(CC)CCCC)c7c(S6)cc(cc7)/C=N\C(=O)O,320,956.2230,14.6016,4,0,19,69,0,2,7,200.8500,156.8380,289.7456,121.3040
CCCCOc1ccc(cc1)-c(cc2)cc(c23)Sc4c(N3CC(CC)CCCC)ccc(c4)-c5cc(CCCCCCCC)c(s5)-c6ccc(s6)-c7sc(/C=C(/C#N)C(=O)O)cc7CCCCCCCC,321,1025.5384,21.9039,2,0,29,71,0,1,7,183.5800,139.6710,305.0205,137.1020
CCCCC(CC)CN1c(c2Sc(c13)cccc3)ccc(c2)-c4cc(CCCCCCCC)c(s4)-c5ccc(s5)-c6sc(/C=C(/C#N)C(=O)O)cc6CCCCCCCC,322,877.3368,19.0732,1,0,24,60,0,1,6,174.3500,118.6700,259.5479,116.2010
CCCCC(CC)CN1c(c2Sc(c13)cccc3)ccc(c2)-c4ccc(s4)-c5ccc(s5)-c6ccc(s6)/C=C(/C#N)C(=O)O,323,652.9115,11.7140,1,0,10,44,0,1,6,174.3500,94.3360,185.0515,86.8410
N#C\C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)C=C4SC(SC)=C(S4)SC,324,584.8591,9.4015,5,0,9,37,0,0,4,190.8300,81.5020,168.4063,70.9490
CSC1=C(SC)SC(S1)=Cc(cc2)cc(c23)Sc4c(N3CCCCCC)ccc(c4)-c5ccc(cc5)/C=C(/C#N)C(=O)O,325,660.9551,10.9199,5,0,10,43,0,0,5,190.8300,92.8360,193.5425,83.8730
N#C\C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)-c4nc(-c5ccc(cc5)OC)c([nH]4)-c6ccc(cc6)OC,326,656.7925,9.2295,4,1,11,48,0,0,6,136.7700,107.3380,192.0392,88.4110
N#C\C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)-c4nc(-c5ccccc5)c([nH]4)-c6ccccc6,327,596.7406,9.2623,2,1,9,44,0,0,6,118.3100,97.0040,179.1128,83.4670
N#C\C(C(=O)O)=C\c(s1)cc(c1c23)sc3c4c(c(OCC(CC)CCCC)c2OCC(CC)CCCC)c5c(s4)cc(s5)-c(c6)ccc(c67)c8c(n7CC(CC)CCCC)ccc(c8)-c(c9)sc(c19)c2c(s1)c1c(c3c(s1)cc(s3)/C=C(/C#N)C(=O)O)c(OCC(CC)CCCC)c2OCC(CC)CCCC,328,1583.2630,29.6046,6,0,38,107,0,5,13,389.9500,220.5070,440.0097,199.1730
O=C(O)/C=C\c(cc1)cc(c12)Sc3c(N2CC(CC)CCCC)ccc(c3)/C=C/C4=CC(=C(C5=C(C#N)C#N)C(=O)c(c56)cccc6)C=C(O4)/C=C\c(c7)ccc(c78)N(CC(CC)CCCC)c9c(S8)cc(cc9)/C=C/C(=O)O,329,1083.3624,15.8517,4,0,20,79,0,2,9,205.5600,179.1730,330.1329,139.5620
N#C/C(C(=O)O)=C\c(c1)ccc(c12)N(c3c(S2)cccc3)CCCCCCCCN4c(cccc5)c5Sc(c46)cc(cc6)/C=C(\C#N)C(=O)O,330,698.8524,9.8572,2,0,13,50,0,0,6,179.2600,120.0040,202.8742,90.0800
c1cccc(c12)Sc3c(N2CCCC)ccc(c3)-c4ccc(s4)-c(s5)cc(c56)n(c7c6sc(c7)/C=C(/C#N)C(=O)O)-c(c8)ccc(c89)c1c(cccc1)C9(CCCC)CCCC,331,886.2192,16.5513,1,0,13,62,0,0,10,179.2800,125.9220,256.8057,121.7330
O=C(O)/C(C#N)=C/c1oc(cc1)-c(c2C)c(C)n(c23)[B-](F)(F)[N+]=4C(=C3CCCCC)C(C)=C(C4C)c5ccc(cc5)N(c6ccccc6)c7ccccc7,332,722.6291,10.3896,2,0,11,54,0,0,7,85.4100,125.3390,201.4900,92.9230
CCCCCCOc1cc(OCCCCCC)ccc1-n2c(c3c(c24)scc4)cc(s3)-c(c5)ccc(c56)N(CCCCCC)c7c(S6)cc(cc7)/C=C(\C#N)C(=O)O,333,832.1471,15.0603,3,0,20,58,0,0,7,169.5000,120.1710,238.5319,108.6740
CCCCCCOc1cc(OCCCCCC)ccc1-n2c(c3c(c24)sc(c4)/C=C(\C#N)C(=O)O)cc(s3)-c(c5)ccc(c56)N(c7c(S6)cccc7)CCCCCC,334,832.1471,15.3821,3,0,20,58,0,0,7,169.5000,120.1710,238.1599,108.6740
CCCCCCCCCCCCN1c(c2Sc(c13)cccc3)ccc(c2)-c4ccc(c(c45)nn(n5)CCCCCCCC)-c(c6)ccc(c67)N(c8c(S7)cc(cc8)/C=C(\C#N)C(=O)O)CCCCCCCCCCCC,335,1057.5422,21.7426,3,0,32,76,0,0,8,148.8800,148.0050,325.6049,141.8590
CCCCCCCCCCCCN1c(c2Sc(c13)cccc3)ccc(c2)-c4cccc(n4)-c(c5)ccc(c56)N(c7c(S6)cc(cc7)/C=C(\C#N)C(=O)O)CCCCCCCCCCCC,336,905.3054,18.5299,2,0,25,65,0,0,7,131.0600,129.1710,277.2079,123.2230
N#C/C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)-c(c4)ccc(c45)C6[N+](=C5c7ccccc7OC)[B-](F)(F)n8c(C6)c9c(cccc9)c8-c1ccccc1OC,337,882.8216,12.5384,3,0,11,65,0,1,10,116.0300,146.0060,248.0693,116.8760
N#C/C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)C#Cc4ccc(c5c46)ccc7c5c(cc6)ccc7,338,602.7434,10.2508,1,0,7,45,0,0,7,89.6300,97.8380,177.3410,85.0950
CCCCCCCCN1c(c2Sc(c13)cc(cc3)/C=C(\C#N)C(=O)O)ccc(c2)C#Cc4ccc(c5c46)ccc7c5c(cc6)ccc7,339,630.7966,11.1632,1,0,9,47,0,0,7,89.6300,100.8380,186.5430,88.7650
O=C(O)CN1C(=O)/C(SC1=S)=C\c(cc2)cc(c23)Sc4c(N3CCCCCC)ccc(c4)C#Cc5ccc(c6c57)ccc8c6c(cc7)ccc8,340,708.9101,11.0129,2,0,9,50,0,0,8,143.5400,108.6720,204.0782,95.6570
N#CC(C#N)=Cc(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)C#Cc4ccc(c5c46)ccc7c5c(cc6)ccc7,341,583.7434,10.5253,2,0,7,44,0,0,7,76.1200,90.6710,176.3203,84.3890
CCCCCCCCN1c(c2Sc(c13)cc(cc3)C=C(C#N)C#N)ccc(c2)C#Cc4ccc(c5c46)ccc7c5c(cc6)ccc7,342,611.7965,11.4377,2,0,9,46,0,0,7,76.1200,93.6710,185.5223,88.0590
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6sc(c(c6)CCCCCC)-c7sc(/C=C(\C#N)P(=O)(O)O)c(c7)CCCCCC,343,991.4190,20.6048,3,0,26,67,0,0,7,209.0200,133.1440,285.3091,129.5050
O=C(O)/C(C#N)=C/c(cc1)cc(c12)c3c(n2CCCC)ccc(c3)/C=C(\C#N)C(=O)O,344,413.4254,4.5901,2,0,6,31,0,0,3,127.1100,86.1700,114.6697,50.3810
COc1ccc(cc1)N(c2ccccc2)c(cc3)cc(c34)c5c(n4CCCC)ccc(c5)N(c6ccc(cc6)OC)c7ccc(cc7)/C=C(/C#N)C(=O)O,345,712.8342,11.3112,3,0,12,54,0,0,7,90.9600,119.0050,211.5191,101.8350
O=C(O)/C(C#N)=C\c1ccc(cc1)N(c2ccc(cc2)OC)c(cc3)cc(c34)c5c(n4CCCC)ccc(c5)N(c6ccc(cc6)OC)c7ccc(cc7)/C=C(/C#N)C(=O)O,346,807.8904,11.2225,4,0,14,61,0,0,7,152.0500,146.5060,233.9171,109.7230
N#C/C(C(=O)O)=C/c1ccc(cc1)C#Cc2ccc(cc2)-n3c(cccc4)c4c(c35)cccc5,347,438.4761,7.0355,1,0,5,34,0,0,5,66.0200,80.1700,123.3123,63.5670
N#C\C(C(=O)O)=C\c(s1)cc(c1c23)sc3c4c(c(OCC(CC)CCCC)c2OCC(CC)CCCC)c5c(s4)cc(s5)-c(c6)ccc(c67)n(c8c7cccc8)CC(CC)CCCC,348,931.3411,18.0300,3,0,22,64,0,3,8,197.4400,129.0040,264.0791,120.5590
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c(c3)ccc(c34)c5c(C4(CC)CC)cc(cc5)N(c(c6)ccc(c67)c8c(C7(CC)CC)cc(cc8)-c9ccc(s9)-c1ccc(s1)/C=C(\C#N)C(=O)O)c(c1)ccc(c12)n(CC)c1c2ccc(c1)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,349,1428.8030,22.6376,3,0,19,101,0,0,15,360.8800,228.5100,404.0622,192.5960
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)ccc(c23)c4c(C3(CC)CC)cc(cc4)N(c(c5)ccc(c56)c7c(C6(CC)CC)cccc7)c(c8)ccc(c89)n(CC)c1c9cccc1,350,828.0722,14.6644,1,0,12,62,0,0,10,97.5000,127.6730,251.8687,120.0300
CCCCCCCCCCCCn1c(ccc(c2)-n3c(ccc(c4)C(C)(C)C)c4c(c35)cc(cc5)C(C)(C)C)c2c(c16)cc(cc6)-c7ccc(s7)/C=C(\C#N)C(=O)O,351,790.1088,15.8807,1,0,16,58,0,0,7,99.1900,118.0050,237.6111,109.7020
CCCCCCCCCCCCn1c(c2c(c13)cc(cc3)-n4c(ccc(c5)C(C)(C)C)c5c(c46)cc(cc6)C(C)(C)C)ccc(c2)-c7ccc(s7)-c8ccc(s8)/C=C(\C#N)C(=O)O,352,872.2324,17.5535,1,0,17,63,0,0,8,127.4300,127.1720,259.0906,121.0600
CCCCCCCCCCCCn1c(c2c(c13)cc(cc3)-n4c(ccc(c5)C(C)(C)C)c5c(c46)cc(cc6)C(C)(C)C)ccc(c2)-c7ccc(s7)-c8ccc(s8)-c9ccc(s9)/C=C(\C#N)C(=O)O,353,954.3561,19.2263,1,0,18,68,0,0,9,155.6700,136.3390,280.5701,132.4180
CCCCCCCCCCCCn1c(c2c(c13)cc(cc3)-n4c(ccc(c5)C(C)(C)C)c5c(c46)cc(cc6)C(C)(C)C)ccc(c2)-c7ccc(s7)-c8ccc(s8)-c9ccc(cc9)/C=C(\C#N)C(=O)O,354,948.3284,19.1786,1,0,18,69,0,0,9,127.4300,138.5060,284.2268,133.9840
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)-c3ccc(s3)-c4ccc(cc4)N(c5ccc(cc5)-n6c(ccc(c7)C(C)(C)C)c7c(c68)cc(cc8)C(C)(C)C)c9ccc(cc9)-n1c(ccc(c2)C(C)(C)C)c2c(c12)cc(cc2)C(C)(C)C,355,1141.5523,21.9580,1,0,15,83,0,0,12,158.9100,168.3410,340.1588,165.2010
O=C(O)/C(C#N)=C/c1sc(cc1)-c2c(CCCCCC)cc(s2)-c3cc(CCCCCC)c(s3)-c4ccc(s4)-c(c5)ccc(c56)n(CC)c7c6cccc7,356,787.1296,15.8178,1,0,17,54,0,0,7,178.9800,110.6710,225.1569,106.2750
O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)n(CCCC)c4c3ccc(c4)N(c5ccccc5)c(c6)ccc(c67)c8c(C7(CCC)CCC)cccc8,357,739.9655,13.5233,1,0,13,55,0,0,8,97.5000,114.7550,223.1548,106.0450
O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)n(CCCC)c4c3ccc(c4)N(c(c5)ccc(c56)c7c(C6(CC)CC)cccc7)c(c8)ccc(c89)c1c(C9(CC)CC)cccc1,358,856.1253,15.6443,1,0,13,64,0,0,10,97.5000,130.6730,260.9939,123.7000
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)N(c6ccccc6)c(c7)ccc(c78)c9c(C8(CCC)CCC)cccc9,359,822.0892,15.1961,1,0,14,60,0,0,9,125.7400,123.9220,244.6343,117.4030
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)N(c(c6)ccc(c67)c8c(C7(CC)CC)cccc8)c(c9)ccc(c19)c2c(C1(CC)CC)cccc2,360,938.2490,17.3171,1,0,14,69,0,0,11,125.7400,139.8400,282.4734,135.0580
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6sc(/C=C(/C#N)C(=O)O)c(c6)CCCCCC,361,789.1654,16.9122,1,0,20,55,0,0,6,150.7400,110.6710,231.7236,105.9270
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCOC)c(s4)-c5cc(CCCCOC)c(s5)-c6sc(c(c6)CCCCOC)-c7sc(/C=C(\C#N)C(=O)O)c(c7)CCCCOC,362,963.3399,14.4338,5,0,26,66,0,0,7,215.9000,137.0050,271.1593,123.5030
CCCCCCc1cc(sc1/C=C(\C#N)C(=O)O)-c2sc(cc2CCCCCC)-c3sc(cc3CCCCOC)-c4sc(cc4CCCCOC)-c(c5)ccc(c56)n(CC)c7c6cccc7,363,959.3942,17.8930,3,0,26,66,0,0,7,197.4400,133.0050,276.2043,125.8990
N#C/C(C(=O)O)=C/c1ccc(s1)C#Cc2ccc(cc2)-n3c(cccc4)c4c(c35)cccc5,364,444.5038,7.0832,1,0,5,33,0,0,5,94.2600,78.0030,119.6556,62.0010
c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)-c6ccc(s6)-c7ccc(s7)/C=C(\C#N)C(=O)O,365,649.8230,11.2503,1,0,9,47,0,0,7,125.7400,102.0040,188.3912,92.4080
c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)-c6ccc(s6)/C=C(\C#N)C(=O)O,366,567.6994,9.5775,1,0,8,42,0,0,6,97.5000,92.8370,166.9117,81.0500
N#C\C(C(=O)O)=C\c1cn(c(c12)cccc2)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,367,455.5066,6.9224,1,0,5,35,0,0,5,69.2600,81.5030,135.2584,66.9180
N#C/C(C(=O)O)=C/c(c1)ccc(c12)n(CC)c3c2cccc3,368,290.3160,3.6989,1,0,4,22,0,0,3,66.0200,55.6690,83.1465,38.8230
CCCCCCn1c(c2c(c13)cccc3)ccc(c2)-n4cc(/C=C(\C#N)C(=O)O)c(c45)cccc5,369,461.5543,7.4397,1,0,7,35,0,0,5,70.9500,78.6700,135.1156,64.2960
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5ccc(s5)-c6ccc(s6)-c7sc(/C=C(\C#N)C(=O)O)cc7CCCCCC,370,787.1296,15.8178,1,0,16,54,0,0,7,178.9800,110.6710,225.1569,106.2750
CCCCCCCCn1c(cccc2)c2c(c13)cc4c(c3)c5c(n4CCCCCCCC)ccc(c5)-c6sc(c(c6)CCCCCC)-c7sc(c(c7)CCCCCC)-c8sc(/C=C(\C#N)C(=O)O)c(c8)CCCCCC,371,1074.6323,24.4792,1,0,33,76,0,0,8,155.6700,144.8390,321.4725,145.1840
CCCCCCCCn1c(cccc2)c2c(c13)cc4c(c3)c5c(n4CCCCCCCC)ccc(c5)-c6sc(c(c6)CCCCCC)-c7sc(/C=C(\C#N)C(=O)O)c(c7)CCCCCC,372,908.3491,20.0392,1,0,27,65,0,0,7,127.4300,126.5050,271.9468,122.8160
c1cccc(c12)nc3c(n2)c4c(n3CC(CC)CCCC)ccc(c4)-c5cc(CCCCCCCC)c(s5)-c6ccc(s6)-c7sc(/C=C(/C#N)C(=O)O)cc7CCCCCCCC,373,897.3066,18.6349,3,0,24,63,0,1,7,176.5200,126.1710,261.6386,119.1190
O=C(O)/C(C#N)=C\c1sc(cc1)-c(cc2)cc(c23)c4c(n3CC(CC)CCCC)ccc(c4)-c(c5)ccc(c56)n(CC(CC)CCCC)c7c6nc8c(n7)cccc8,374,786.0372,14.0739,3,0,16,58,0,2,8,124.9700,120.3380,231.4099,108.2140
O=C(O)/C(C#N)=C\c1oc(cc1)-c(cc2)cc(c23)c4c(n3CC(CC)CCCC)ccc(c4)-c(c5)ccc(c56)n(CC(CC)CCCC)c7c6nc8c(n7)cccc8,375,769.9716,13.5157,4,0,16,58,0,2,8,109.8700,122.0050,224.9666,105.4880
O=C(O)CN1C(=O)/C(SC1=S)=C\c(cc2)cc(c23)c4c(n3CCCCCC)ccc(c4)/C=C5/SC(=S)N(C5=O)CC(=O)O,376,653.8119,7.0267,4,0,11,43,0,0,5,234.9300,110.8380,177.3461,75.1750
N#C\C(C(=O)O)=C\c(s1)ccc1-c(s2)cc3c2c(c4c(c35)nn(n5)CC(CC)CCCC)sc(c4)-c(c6)ccc(c67)c8c(cccc8)n7CC(CC)CCCC,377,798.0927,14.3590,3,0,15,56,0,2,8,181.4500,116.0040,228.1161,105.0820
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(COCCCC)c(s4)-c5cc(COCCCC)c(s5)-c6sc(c(c6)CCCCCC)-c7sc(/C=C(\C#N)C(=O)O)c(c7)CCCCCC,378,959.3942,18.0832,3,0,26,66,0,0,7,197.4400,133.0050,276.0375,125.8990
O=C(O)/C(C#N)=C/c(c1)ccc(c12)c3c(n2CCCC)cc(cc3)-n4c(cccc5)c5c(c46)cccc6,379,483.5598,7.8642,1,0,6,37,0,0,6,70.9500,83.0040,141.9918,68.9840
c1cccc2c1n(c(c23)cccc3)-c(c4)ccc(c45)c6c(n5CCCC)cc(cc6)-c7ccc(s7)/C=C(\C#N)C(=O)O,380,565.6835,9.4303,1,0,6,42,0,0,7,99.1900,92.1710,163.4713,80.3420
CC(C)(C)c(c1)ccc(c12)n(c3c2cc(cc3)C(C)(C)C)-c(c4)ccc(c45)c6c(n5CCCC)cc(cc6)-c7ccc(s7)/C=C(\C#N)C(=O)O,381,677.8961,12.2311,1,0,8,50,0,0,7,99.1900,106.0050,200.8031,95.0220
c1cccc2c1n(c(c23)cccc3)-c(c4)ccc(c45)c6c(n5CCCC)cc(cc6)-c7ccc(s7)-c8ccc(s8)/C=C(\C#N)C(=O)O,382,647.8072,11.1031,1,0,7,47,0,0,8,127.4300,101.3380,184.9508,91.7000
CC(C)(C)c(c1)ccc(c12)n(c3c2cc(cc3)C(C)(C)C)-c(c4)ccc(c45)c6c(n5CCCC)cc(cc6)-c7ccc(s7)-c8ccc(s8)/C=C(\C#N)C(=O)O,383,760.0198,13.9039,1,0,9,55,0,0,8,127.4300,115.1720,222.2826,106.3800
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6sc(/C=C(\C#N)C(=O)O)c(c6)CCCCCC,384,789.1654,16.9122,1,0,20,55,0,0,6,150.7400,110.6710,231.7236,105.9270
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6ccc(s6)-c7ccc(s7)/C=C(\C#N)C(=O)O,385,787.1296,15.8178,1,0,16,54,0,0,7,178.9800,110.6710,225.1569,106.2750
c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6cc(CCCCCC)c(s6)-c7sc(c(c7)CCCCCC)-c8sc(c(c8)CCCCCC)-c9sc(/C=C(\C#N)C(=O)O)c(c9)CCCCCC,386,1288.0149,30.2322,1,0,38,88,0,0,9,235.4600,165.6730,380.3007,173.0310
CCCCCCc1cc(/C=C(/C#N)C(=O)O)sc1-c2cc(CCCCCC)c(s2)-c3cc(CCCCCC)c(s3)-c4sc(c(c4)CCCCCC)-c(c5)ccc(c56)n(CC)c7c6cccc7,387,955.4486,21.3522,1,0,26,66,0,0,7,178.9800,129.0050,281.2493,128.2950
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(s2)-c3ccc(s3)-c(c4)ccc(c45)n(CC)c6c5cccc6,388,536.6870,8.6106,1,0,7,37,0,0,6,150.7400,83.1700,147.5850,72.8970
CCCCCCc1cc(/C=C(/C#N)C(=O)O)sc1-c2cc(CCCCCC)c(s2)-c3sc(c(c3)CCCCCC)-c(c4)ccc(c45)n(CC)c6c5cccc6,389,789.1654,16.9122,1,0,20,55,0,0,6,150.7400,110.6710,231.7236,105.9270
N#C/C(C(=O)O)=C/c1ccc(cc1)-c(c2)ccc(c23)n(c4c3cccc4)-c(c5)ccc(c56)c7c(C6(C)C)cccc7,390,530.6145,8.5661,1,0,5,41,0,0,7,66.0200,91.0880,161.1514,78.6560
c1cnccc1-c2sc(cc2)-c(cc3)cc(c34)c5c(n4CC)ccc(c5)-c6ccc(s6)-c7ccc(cc7)N(c8ccc(cc8)-c9cccs9)c1ccc(cc1)-c1cccs1,391,844.1410,14.8406,1,0,10,60,0,0,11,134.0200,113.5050,248.6865,128.1610
N#C\C(C(=O)O)=C\c(cc1)cc(c12)Sc3c(N2CCCCCC)ccc(c3)-c4ccc(cc4)C=C(c5ccc(cc5)-n6c(cccc7)c7c(c68)cccc8)c9ccc(cc9)-n1c(cccc2)c2c(c12)cccc2,392,963.1938,17.3808,1,0,12,73,0,0,12,99.4900,150.1740,295.9484,144.3290
N#C\C(C(=O)O)=C\c(cc1)cc(c12)c3c(n2CCCCCC)ccc(c3)-c4ccc(cc4)C=C(c5ccc(cc5)-n6c(cccc7)c7c(c68)cccc8)c9ccc(cc9)-n1c(cccc2)c2c(c12)cccc2,393,931.1288,16.9452,1,0,12,72,0,0,12,75.8800,148.3410,285.8819,141.3950
O=C(O)/C(C#N)=C/c(cc1)cc(c12)c3c(n2CCCC)ccc(c3)-c4sc(-c5ccc(cc5)OC)cc4-c6ccc(cc6)OC,394,612.7367,9.3556,3,0,10,45,0,0,6,112.7200,100.8380,176.9500,84.6430
O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)c4c(n3CCCC)ccc(c4)-c5ccc(s5)-c6ccc(cc6)OC,395,588.7384,9.4197,2,0,9,42,0,0,6,131.7300,93.5040,166.8301,80.6050
O=C(O)/C(C#N)=C/c(cc1)cc(c12)c3c(n2CCCC)ccc(c3)-c4ccc(s4)-c5ccc(cc5)OC,396,506.6147,7.8536,2,0,8,37,0,0,5,103.4900,84.3370,145.3506,69.2470
COc1ccc(cc1)-c(cc2)cc(c23)c4c(n3CCCC)ccc(c4)-c5ccc(s5)/C=C(\C#N)C(=O)O,397,506.6147,7.7469,2,0,7,37,0,0,5,103.4900,84.3370,145.3506,69.2470
O=C(O)/C(C#N)=C/c(cc1)cc(c12)c3c(n2CCCC)ccc(c3)-c4ccc(cc4)OC,398,424.4911,6.1808,2,0,7,32,0,0,4,75.2500,75.1700,123.8711,57.8890
N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(c(c23)nsn3)-c(c4)ccc(c45)n(c6c5cccc6)-c(c7)ccc(c78)c9c(C8(C)C)cccc9,399,670.8007,10.2602,3,0,6,49,0,0,9,148.2800,107.4220,195.1510,94.3000
N#C/C(C(=O)O)=C/c1ccc(o1)-c2ccc(c(c23)nsn3)-c(c4)ccc(c45)n(c6c5cccc6)-c(c7)ccc(c78)c9c(C8(C)C)cccc9,400,654.7351,9.7020,4,0,6,49,0,0,9,133.1800,109.0890,188.7077,91.5740
N#C/C(C(=O)O)=C/c1ccc(cc1)-c2ccc(c(c23)nsn3)-c(c4)ccc(c45)n(c6c5cccc6)-c(c7)ccc(c78)c9c(C8(C)C)cccc9,401,664.7730,10.2125,3,0,6,50,0,0,9,120.0400,109.5890,198.8077,95.8660
N#C/C(C(=O)O)=C/c1ccc(s1)-c(c2)ccc(c23)n(c4c3cccc4)-c(c5)ccc(c56)c7c(C6(C)C)cccc7,402,536.6423,8.6138,1,0,5,40,0,0,7,94.2600,88.9210,157.4947,77.0900
N#C/C(C(=O)O)=C/c1ccc(o1)-c(c2)ccc(c23)n(c4c3cccc4)-c(c5)ccc(c56)c7c(C6(C)C)cccc7,403,520.5767,8.0556,2,0,5,40,0,0,7,79.1600,90.5880,151.0514,74.3640
N#C/C(C(=O)O)=C/c(c1)ccc(c12)n(CC)c3c2cc(cc3)-c4ccc(cc4)C=C(c5ccc(cc5)N(C)C)c6ccc(cc6)N(C)C,404,630.7767,9.0065,1,0,10,48,0,0,6,72.5000,105.0050,196.9717,91.1150
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c(cc3)cc(c34)c5c(n4CCCCCCCC)ccc(c5)-c6ccc(s6)-c7ccc(s7)/C=C(\C#N)C(=O)O,405,798.0264,12.8927,2,0,14,55,0,0,7,240.0700,128.8380,218.9917,103.1530
O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)c4c(n3CCCCCCCC)ccc(c4)-c5ccc(s5)/C=C(\C#N)C(=O)O,406,633.7790,9.5471,2,0,12,45,0,0,5,183.5900,110.5040,176.0327,80.4370
CCCCCCc1cc(-c2ccc(s2)/C=C(/C#N)C(=O)O)sc1-c(cc3)cc(c34)c5c(n4C(CCCCCCCC)CCCCCCCC)ccc(c5)-c6sc(cc6CCCCCC)-c7ccc(s7)/C=C(/C#N)C(=O)O,407,1092.5846,22.5217,2,0,31,76,0,0,7,240.0700,161.0050,316.2335,141.6880
O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c3sc(cc3)-c(cc4)cc(c45)c6c(n5C(CCCCCCCC)CCCCCCCC)ccc(c6)-c7ccc(s7)-c8ccc(s8)-c9ccc(s9)/C=C(/C#N)C(=O)O,408,1088.5130,20.3329,2,0,24,74,0,0,9,296.5500,161.0050,303.1001,142.3840
