SMILES,name,canvasUID,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chiralities Consistent,flags,mmshare version,source file index,Energy,Force Field,Variant,source file,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,BIT8151720,BIT18475850,BIT22127076,BIT35877664,BIT39553675,BIT67883118,BIT98575424,BIT160201318,BIT165768516,BIT190396141,BIT193812488,BIT193905305,BIT195174094,BIT204573484,BIT206555680,BIT254979621,BIT296979728,BIT327764410,BIT331244919,BIT354151221,BIT363661339,BIT381524754,BIT391623067,BIT391926730,BIT433091012,BIT434273302,BIT470422459,BIT479462217,BIT492253282,BIT493703678,BIT498915449,BIT539844994,BIT564412112,BIT608558994,BIT613285849,BIT625837065,BIT643812180,BIT699060252,BIT709069158,BIT714933578,BIT763954459,BIT771407161,BIT772254156,BIT777260172,BIT783344587,BIT861898111,BIT880670941,BIT942263248,BIT1039658456,BIT1096928069,BIT1112393919,BIT1138498876,BIT1141917637,BIT1176326933,BIT1207980612,BIT1217230729,BIT1227329179,BIT1242263589,BIT1268578469,BIT1292054050,BIT1325916890,BIT1361749871,BIT1365907629,BIT1395138066,BIT1409095359,BIT1435137741,BIT1485195517,BIT1565499807,BIT1569019336,BIT1579686657,BIT1618159230,BIT1638686344,BIT1646772173,BIT1647720754,BIT1649273143,BIT1673480675,BIT1676357821,BIT1693287139,BIT1707602695,BIT1721700199,BIT1764179822,BIT1771412232,BIT1779254644,BIT1790862401,BIT1851359879,BIT1860328836,BIT1861445932,BIT1861515858,BIT1901912998,BIT1968184599,BIT2018597219,BIT2019228159,BIT2062551857,BIT2082768527,BIT2105264388,BIT2111822250,BIT2148797992,BIT2152036900,BIT2154706750,BIT2210528107,BIT2231458093,BIT2235875924,BIT2240459001,BIT2268786704,BIT2274798181,BIT2284949991,BIT2285652680,BIT2307784605,BIT2308143090,BIT2342500853,BIT2352890838,BIT2377994081,BIT2481793680,BIT2486873336,BIT2501781659,BIT2561129186,BIT2565421464,BIT2566997210,BIT2569907861,BIT2629958465,BIT2640778384,BIT2641509805,BIT2651616882,BIT2705183087,BIT2727252873,BIT2761467553,BIT2782797977,BIT2811697294,BIT2816639212,BIT2822953177,BIT2826217777,BIT2829895235,BIT2851403106,BIT2861919460,BIT2863895727,BIT2869847624,BIT2871612728,BIT2871735398,BIT2900457620,BIT2911417036,BIT2943139145,BIT2974052958,BIT2987213973,BIT2988692243,BIT3002336202,BIT3036014574,BIT3052718679,BIT3074702486,BIT3077336290,BIT3092527135,BIT3112929488,BIT3135501776,BIT3140359126,BIT3143403067,BIT3180641768,BIT3240599655,BIT3243814584,BIT3246671731,BIT3249097648,BIT3286342642,BIT3315517054,BIT3340903069,BIT3369323179,BIT3386109154,BIT3404043678,BIT3405911371,BIT3477453340,BIT3485465422,BIT3508942242,BIT3511428510,BIT3543821537,BIT3562312874,BIT3562829857,BIT3609391398,BIT3613987573,BIT3653128271,BIT3661392088,BIT3677280923,BIT3683604830,BIT3694307783,BIT3696768978,BIT3704428619,BIT3705774485,BIT3725355002,BIT3727990652,BIT3740368654,BIT3791019275,BIT3866884175,BIT3967062985,BIT3975214870,BIT3991753262,BIT4030205765,BIT4037040228,BIT4043098439,BIT4155789727,BIT4165710193,BIT4188580987,BIT4216389085,BIT4257993391,BIT4271161317
COCCOCCOCCOc1ccc(cc1)-c(c23)c4nc(cc4)c(-c5ccc(cc5)OCCOCCOCCOC)c6[nH]c(cc6)c(-c7ccc(cc7)C(=O)O)c8nc(cc8)c(c([nH]3)cc2)-c9ccc(cc9)OCCOCCOCCOC,2259,1379,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1379,1,0,50079,,174.951,OPLS_2005,2259-1,,17,0,0,1,0,43,0,-2,1145.313,6.434,1926.503,1094.309,129.642,702.553,0,3549.878,3,22.55,0.0116629,0.0202739,0.5841679,115.011,43.203,54.389,27.136,11.913,-14.739,-15.792,-9.804,147.948,-4.561,79.758,2.695,6.891,2.235,13,1.229,1,96.667,0,0,185.855,18,3,2,44,0,44,0,84,1.03469044166215e-06,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COCCOCCOCCOc1ccc(cc1)-c(c23)c4nc(cc4)c(-c5ccc(cc5)OCCOCCOCCOC)c6[nH]c(cc6)c(-c7cccc(c7)C(=O)O)c8nc(cc8)c(c([nH]3)cc2)-c9ccc(cc9)OCCOCCOCCOC,2261,1380,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1380,1,0,50079,,169.351,OPLS_2005,2261-1,,17,0,0,1,0,43,0,-2,1145.313,6.605,1787.682,1015.059,129.349,643.274,0,3436.696,3,22.55,0.0126953,0.0218483,0.6160778,109.916,39.897,52.966,26.397,11.177,-12.265,-15.792,-9.005,148.897,-4.3,80.311,2.491,6.9,2.246,13,0.969,1,92.407,0,0,181.24,18,3,2,44,0,44,0,84,0.00019260682468396,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CCCc1ccc(cc1)-c(c23)c4nc(cc4)c(-c5ccc(cc5)CCC)c6[nH]c(cc6)c(-c7cccc(c7)C(=O)O)c8nc(cc8)c(c([nH]3)cc2)-c9ccc(cc9)CCC,2267,1381,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1381,1,0,50079,,151.619,OPLS_2005,2267-1,,14,0,0,1,0,19,0,-2,784.999,4.192,1288.642,490.263,129.518,668.861,0,2466.696,3,5,0.007125,0.0067204,0.6851356,86.751,28.787,36.536,13.379,12.754,-14.393,-15.714,-8.009,148.348,-2.421,79.991,0.274,6.945,2.289,4,3.21,1,100,0,0,85.997,6,2,1,44,0,44,0,60,5.97035772384194e-09,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0
Cc1ccc(cc1)-c(c23)c4nc(cc4)c(-c5ccc(C)cc5)c6[nH]c(cc6)c(-c7ccccc7C(=O)O)c8nc(cc8)c(c([nH]3)cc2)-c9ccc(C)cc9,2293,1382,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1382,1,0,50079,,228.082,OPLS_2005,2293-1,,11,0,0,1,0,13,0,-1,700.838,2.66,1055.855,264.717,63.085,728.053,0,2064.603,3,5,0.0034278,0.0082021,0.7426512,75.077,23.977,32.653,14.093,10.725,-11.106,-13.959,-7.361,632.792,-0.983,383.685,1.131,6.774,2.581,4,2.362,1,100,0,0,79.073,6,2,1,44,0,44,0,54,7.41226286713602e-05,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
CCCCCCCCCCCCOc1cccc(OCCCCCCCCCCCC)c1-c(c23)c4[nH]c(cc4)c(C#Cc5ccc(cc5)N(C)C)c6nc(cc6)c(c7ccc([nH]7)c(c(n3)cc2)C#Cc8ccc(cc8)C(=O)O)-c9c(OCCCCCCCCCCCC)cccc9OCCCCCCCCCCCC,2388,1383,0,0,0,C:UsersclarkepDownloads,dyeData.sdf,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)/C=C/c(cc12)c(n1)cc3[nH]c(cc3/C=C/C(=O)O)c(-c4cc(C(C)(C)C)cc(c4)C(C)(C)C)c5ccc(n5)c(-c6cc(C(C)(C)C)cc(c6)C(C)(C)C)c7[nH]c(cc7)c2-c8cc(C(C)(C)C)cc(c8)C(C)(C)C,2478,1384,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1384,1,0,50079,,201.717,OPLS_2005,2478-1,,15,0,0,2,0,23,2,-2,1015.389,7.58,1494.979,1011.159,239.074,244.746,0,3171.647,4,7,0.0181152,0.0093647,0.6983177,108.344,32.303,47,14.288,15.457,-16.467,-19.181,-3.966,3.435,-4.091,1.737,-2.855,7.123,2.498,7,4.321,1,100,0,0,138.65,8,2,3,38,0,38,0,76,4.83319135565058e-14,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0
CN(C)c1ccc(cc1)-c(c23)c4[nH]c(cc4)c(-c5ccc(cc5)C(=O)O)c6nc(cc6)c(-c7ccc(cc7)N(C)C)c8ccc([nH]8)c(c(n3)cc2)-c9ccc(cc9)C(=O)O,2484,1385,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1385,1,0,50079,,175.22,OPLS_2005,2484-1,,15,0,0,2,0,16,0,-2,788.904,3.982,1203.794,309.471,239.462,654.862,0,2315.142,4,9,0.0068493,0.0149527,0.7030689,82.478,27.896,39.368,19.894,9.621,-11.6,-14.025,-5.845,3.406,-3.63,1.722,-2.09,6.88,2.248,3,1.839,1,66.886,0,0,143.322,10,2,2,44,0,44,0,60,1.61106508476395e-08,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
N#C/C(C(=O)O)=C/c1ccc(s1)-c2scc(n2)-c3ccc(cc3)-n4c(cccc5)c5c(c46)cccc6,2577,1386,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1386,1,0,50079,,30.8583,OPLS_2005,2577-1,,5,0,0,1,0,4,1,-2,503.592,5.563,832.277,16.623,166.975,570.176,78.503,1482.657,1,5,0.0208707,0.0060076,0.7555403,56.059,18.275,24.131,12.271,6.827,-10.261,-10.224,-6.399,65.475,-1.435,88.949,-2.204,8.088,2.02,2,1.329,1,73.505,0,0,85.389,5,2,1,29,0,29,0,36,1.72606641689563e-07,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
N#C/C(C(=O)O)=C/c1ccc(s1)-c2scc(n2)-c3ccc(cc3)-c(cc4)cc(c45)n(-c6ccccc6)c7c5cccc7,2578,1387,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1387,1,0,50079,,37.0868,OPLS_2005,2578-1,,7,0,0,1,0,5,1,-2,579.69,3.62,946.625,16.659,166.949,684.351,78.666,1713.86,1,5,0.0076448,0.0052819,0.7316506,65.76,21.506,27.43,13.102,8.437,-12.193,-12.168,-7.33,65.512,-1.624,89.188,-1.706,8.109,1.938,2,1.927,1,82.94,0,0,85.347,5,2,1,35,0,35,0,42,7.32147304143985e-09,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
c1cccc(c12)c3c(n2CCCC)cc(cc3)-c4ccc(cc4)-c5csc(n5)-c6ccc(s6)/C=C(C#N)\C(=O)O,2579,1388,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1388,1,0,50079,,31.8848,OPLS_2005,2579-1,,7,0,0,1,0,8,1,-2,559.699,4.441,936.71,189.076,167.514,501.699,78.422,1698.128,1,5,0.0116151,0.0053378,0.7348634,61.459,20.033,25.599,11.178,8.119,-11.521,-11.391,-6.407,64.709,-1.794,87.737,-2.071,8.162,1.943,2,1.756,1,80.977,0,0,84.866,5,2,1,29,0,29,0,40,1.42992991900251e-08,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1
CCCCCCOc1ccc(cc1)-c(cc2)cc(c23)c4c(ccc(c4)-c5ccc(cc5)OCCCCCC)n3-c(cc6)cc(c67)C(C)(C)c8c7sc(c8)-c9ccc(s9)/C=C(C#N)\C(=O)O,2590,1389,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1389,1,0,50079,,81.5496,OPLS_2005,2590-1,,14,0,0,1,0,18,1,-2,895.185,4.29,1544.177,686.989,159.993,628.929,68.265,2848.715,1,5,0.0064617,0.003238,0.6293623,102.3,34.12,39.078,11.245,15.694,-21.151,-19.148,-8.721,76.257,-3.047,92.177,-0.524,7.905,1.944,5,4.581,1,100,0,0,89.932,6,2,1,42,0,42,1,65,1.89171565240077e-16,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1
CCCCCCOc1cc(OCCCCCC)ccc1-c(cc2)cc(c23)c4c(ccc(c4)-c5ccc(OCCCCCC)cc5OCCCCCC)n3-c(cc6)cc(c67)C(C)(C)c8c7sc(c8)-c9ccc(s9)/C=C(C#N)\C(=O)O,2592,1390,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1390,1,0,50079,,91.6524,OPLS_2005,2592-1,,16,0,0,1,0,30,1,-2,1095.505,8.193,1856.936,1089.988,159.991,537.58,69.376,3558.525,1,6.5,0.0188644,0.0035004,0.6070366,122.129,40.98,46.435,10.207,19.503,-24.369,-22.715,-8.647,76.262,-3.969,93.483,0.306,7.772,1.87,7,5.742,1,100,0,0,96.367,8,2,2,42,0,42,1,79,9.46402909775619e-19,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
O=C(O)/C(C#N)=C\c(o1)ccc1-c(c2)ccc(n3CCCCCC)c2c(c34)cc(cc4)-c5ccc(o5)/C=C(C#N)\C(=O)O,2594,1391,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1391,1,0,50079,,29.4411,OPLS_2005,2594-1,,5,0,0,2,0,13,2,-2,573.604,13.401,989.102,276.12,320.91,392.072,0,1778.804,2,8,0.1009573,0.0114384,0.7178095,60.431,21.005,29.478,14.891,6.181,-9.996,-9.994,-4.353,0.575,-4.372,0.252,-4.805,8.278,1.502,2,0.894,1,32.922,0,0,162.184,9,2,2,23,0,23,0,43,9.08551489520742e-10,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0
O=C(O)/C(C#N)=C\c(s1)ccc1-c(c2)ccc(n3CCCCCC)c2c(c34)cc(cc4)-c5ccc(s5)/C=C(C#N)\C(=O)O,2595,1392,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1392,1,0,50079,,37.8405,OPLS_2005,2595-1,,7,0,0,2,0,13,2,-2,605.725,10.997,1008.983,273.534,320.546,348.875,66.027,1824.231,2,7,0.0662929,0.0098114,0.715596,61.836,21.624,29.21,13.681,7.096,-11.021,-11.057,-4.183,0.58,-4.231,0.584,-4.95,8.323,1.735,2,1.223,1,38.342,0,0,147.593,7,2,2,23,0,23,0,43,6.47205131293547e-11,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0
O=C(O)/C(C#N)=C\c(cc1)ccc1-c(c2)ccc(n3CCCCCC)c2c(c34)cc(cc4)-c5ccc(cc5)/C=C(C#N)\C(=O)O,2596,1393,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1393,1,0,50079,,52.9303,OPLS_2005,2596-1,,7,0,0,2,0,15,2,-2,593.681,9.299,1041.142,277.114,317.425,446.602,0,1889.447,2,7,0.0457627,0.0095083,0.7099236,64.095,22.528,29.449,13.937,7.392,-10.987,-10.929,-4.741,0.621,-4.539,0.273,-4.356,8.211,1.29,0,1.314,1,40.606,0,0,147.136,7,2,2,25,0,25,0,45,2.69407495374511e-10,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
