SMILES,name,canvasUID,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chiralities Consistent,flags,mmshare version,source file index,Energy,Force Field,Variant,source file,BIT27531071,BIT68000204,BIT109988598,BIT163041225,BIT202070018,BIT208903412,BIT226427891,BIT266056074,BIT288161096,BIT289534697,BIT294206180,BIT302081290,BIT438441298,BIT445668463,BIT461772523,BIT474912010,BIT503302422,BIT516684402,BIT584742472,BIT626848839,BIT633534519,BIT633644184,BIT648193914,BIT649898220,BIT662335082,BIT757160799,BIT761149691,BIT794032238,BIT797205908,BIT800378189,BIT802997193,BIT824498933,BIT855209115,BIT884531061,BIT888671423,BIT900017407,BIT904691358,BIT929067895,BIT938396984,BIT944846794,BIT947725167,BIT951158712,BIT966660657,BIT1028926722,BIT1035494708,BIT1044762790,BIT1070052988,BIT1087183813,BIT1096397830,BIT1124240881,BIT1127345368,BIT1152440327,BIT1195753287,BIT1219039025,BIT1230060503,BIT1240425136,BIT1259367023,BIT1265183829,BIT1268445473,BIT1278888339,BIT1284949313,BIT1332836062,BIT1338543505,BIT1449167215,BIT1464084165,BIT1466801091,BIT1479738630,BIT1488515750,BIT1507701052,BIT1583512499,BIT1595512091,BIT1600152254,BIT1637067841,BIT1702080463,BIT1711942953,BIT1717446361,BIT1727344402,BIT1728857458,BIT1732120726,BIT1741198888,BIT1761168380,BIT1817111180,BIT1825758950,BIT1851943547,BIT1865475006,BIT1926070181,BIT1927348132,BIT1928392163,BIT1962504809,BIT1970076700,BIT2028241252,BIT2075479355,BIT2099909279,BIT2101141426,BIT2118695319,BIT2163371941,BIT2209683566,BIT2212170266,BIT2214353893,BIT2215223680,BIT2221033999,BIT2241478905,BIT2246434568,BIT2251944761,BIT2255174444,BIT2256321396,BIT2265195333,BIT2292508830,BIT2314173330,BIT2334997677,BIT2364586285,BIT2376547251,BIT2392349529,BIT2418393822,BIT2425130266,BIT2425272063,BIT2473810189,BIT2507448165,BIT2538939296,BIT2558333700,BIT2564889165,BIT2573408783,BIT2577062858,BIT2600809543,BIT2602950118,BIT2614577376,BIT2620271491,BIT2670677765,BIT2676662517,BIT2696419038,BIT2717543449,BIT2751150699,BIT2774831101,BIT2783235460,BIT2784454226,BIT2793700643,BIT2805913124,BIT2824387023,BIT2863737475,BIT2895451088,BIT2946292470,BIT2949485971,BIT2950242335,BIT3001176337,BIT3037693851,BIT3071237743,BIT3075815735,BIT3082317202,BIT3085594253,BIT3091402830,BIT3104268526,BIT3144476246,BIT3155741077,BIT3164598713,BIT3172347625,BIT3181439402,BIT3185553172,BIT3223155784,BIT3223357515,BIT3235656963,BIT3256848225,BIT3294658360,BIT3306524442,BIT3313829542,BIT3340734155,BIT3402603072,BIT3413429848,BIT3415894848,BIT3445589496,BIT3463299285,BIT3471177284,BIT3471898824,BIT3516546261,BIT3529238848,BIT3529821874,BIT3540275157,BIT3549767386,BIT3556107857,BIT3564577573,BIT3583186295,BIT3643255031,BIT3687658359,BIT3722678278,BIT3737862546,BIT3760163617,BIT3761850127,BIT3775274470,BIT3797924479,BIT3826530003,BIT3834249232,BIT3838131966,BIT4003438597,BIT4013623032,BIT4023912516,BIT4067211795,BIT4127442720,BIT4142979228,BIT4197834667,BIT4240004711,BIT4278709709
CCCCCCOc1cc(/C=C(C#N)\C(=O)O)c(OCCCCCC)cc1-n2nnc(c2)-c3ccc(cc3)N(c4ccccc4)c5ccccc5,1152,823,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,823,1,0,50079,,56.5757,OPLS_2005,1152-1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
CCCCCCOc1cc(/C=C(C#N)\C(=O)O)c(OCCCCCC)cc1-n2nnc(c2)-c3ccc(cc3)N(c4ccc(cc4)-c5nnn(c5)-c6cc(OCCCCCC)c(/C=C(C#N)\C(=O)O)cc6OCCCCCC)c7ccc(cc7)-c8nnn(c8)-c9cc(OCCCCCC)c(/C=C(C#N)\C(=O)O)cc9OCCCCCC,1153,824,0,0,0,C:UsersclarkepDownloads,dyeData.sdf,824,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCn1c(ccc1/C=C(C#N)/C(=O)O)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,1154,825,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,825,1,0,50079,,39.7982,OPLS_2005,1154-1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4sc(cc4CCCCCC)-c(cc5)cc(c56)c(-c7ccc(cc7)C(C)(C)C)c8c(c6-c9ccc(cc9)C(C)(C)C)cc(cc8)-c1cc(c(s1)/C=C(C#N)\C(=O)O)OCCCCC,1155,826,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,826,1,0,50079,,97.8458,OPLS_2005,1155-1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c4sc(cc4CCCCCC)-c(cc5)cc(c56)c(-c7ccc(cc7)OCCCCCC)c8c(c6-c9ccc(cc9)OCCCCCC)cc(cc8)-c1sc(/C=C(C#N)\C(=O)O)c(c1)OCCCCC,1156,827,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,827,1,0,50079,,91.1324,OPLS_2005,1156-1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
CCCCCCn1c(=S)n(CCCCCC)c(c12)ccc(c2)N(c(cc3)cc(c34)n(CCCCCC)c(=S)n4CCCCCC)c5ccc(cc5)-c6ccc(s6)/C=C(C#N)\C(=O)O,1165,828,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,828,1,0,50079,,109.846,OPLS_2005,1165-1,,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
N#C/C(C(=O)O)=C\c1cccc(c1)C#Cc(cc2)cc(c23)C(CC)(CC)c4c3ccc(c4)N(c5ccccc5)c6ccccc6,1158,829,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,829,1,0,50079,,61.1627,OPLS_2005,1158-1,,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
O=C(O)/C(C#N)=C\c(cc1C)sc1-c2sc(cc2CCCCCC)-c3ccc(cc3)N(c(cc4)cc(c45)n(CCCCCC)c(=S)n5CCCCCC)c(cc6)cc(c67)n(CCCCCC)c(=S)n7CCCCCC,1159,830,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,830,1,0,50079,,114.98,OPLS_2005,1159-1,,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
O=C(O)/C(C#N)=C\c(s1)ccc1-c2sc(cc2CCCCCC)/C=C/c3ccc(cc3)N(c(cc4)cc(c45)n(CCCCCC)c(=S)n5CCCCCC)c(cc6)cc(c67)n(CCCCCC)c(=S)n7CCCCCC,1161,831,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,831,1,0,50079,,114.402,OPLS_2005,1161-1,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
CCCCCCn1c(=S)n(CCCCCC)c(c12)ccc(c2)N(c(cc3)cc(c34)n(CCCCCC)c(=S)n4CCCCCC)c5ccc(cc5)-c6ccc(s6)-c7ccc(s7)/C=C(C#N)\C(=O)O,1162,832,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,832,1,0,50079,,112.782,OPLS_2005,1162-1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
N#C/C(C(=O)O)=C\c1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4cccs4)c5ccc(cc5)-c6cccs6,1166,833,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,833,1,0,50079,,46.3665,OPLS_2005,1166-1,,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(cc2)cc(c23)c4c(n3CC)ccc(c4)-c5ccc(s5)-c6ccc(cc6)N(c7ccc(cc7)-c8cccs8)c9ccc(cc9)-c1cccs1,1167,834,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,834,1,0,50079,,58.0979,OPLS_2005,1167-1,,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)C=C(C#N)C(=O)O,1169,835,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,835,1,0,50079,,66.5335,OPLS_2005,1169-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
c1ccccc1N(c2ccccc2)c(cc3)ccc3C=Cc(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)C=C(C#N)C(=O)O,1170,836,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,836,1,0,50079,,69.7478,OPLS_2005,1170-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
c1cc(OC)ccc1N(c2ccc(cc2)OC)c(cc3)ccc3-c(c4)ccc(n5CCCCCCCC)c4c(=O)c(c56)cc7c(c6)c(=O)c8c(n7CCCCCCCC)ccc(c8)-c9ccc(o9)C=C(C#N)C(=O)O,1171,837,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,837,1,0,50079,,78.1914,OPLS_2005,1171-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCC)c3ccc(cc3)-c4ccc(s4)-c(cc5)cc6c5c(c7C8(OCCO8)C69OCCO9)ccc(c7)-c1ccc(s1)/C=C(C#N)/C(=O)O,1172,838,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,838,1,0,50079,,73.5323,OPLS_2005,1172-1,,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(c2)ccc(N3CCCCCC)c2CCc(c34)cc(cc4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1173,839,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,839,1,0,50079,,63.928,OPLS_2005,1173-1,,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
O=C(O)\C(C#N)=C\c(s1)ccc1-c(c2)ccc(N3CCCCCCO)c2CCc(c34)cc(cc4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,1174,840,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,840,1,0,50079,,64.6325,OPLS_2005,1174-1,,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(cc2)cc(c23)CCc4c(N3CCCCCCOc5ccc(cc5)C(=O)O)ccc(c4)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,1175,841,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,841,1,0,50079,,71.4129,OPLS_2005,1175-1,,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c3ccc(s3)/C=C/c4ccc(cc4)N(c5ccccc5)c6ccccc6,1176,842,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,842,1,0,50079,,39.5494,OPLS_2005,1176-1,,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
